OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
72,GO-20141431172,1/29/2014 5:00:00 AM,1/29/2014 5:00:00 AM,2014,January,29,29,Wednesday ,13,2014,January,29,29,Wednesday ,9,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.3905872468585,43.6694730093903,-8837719.746115,5414434.03553812
73,GO-20141430862,1/29/2014 5:00:00 AM,10/14/2013 4:00:00 AM,2014,January,29,29,Wednesday ,14,2013,October,14,287,Monday    ,23,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,094,Wychwood (94),094,Wychwood (94),-79.4286773281432,43.6772766189603,-8841959.91453619,5415635.06991253
74,GO-20141431375,1/29/2014 5:00:00 AM,12/28/2013 5:00:00 AM,2014,January,29,29,Wednesday ,13,2013,December,28,362,Saturday  ,12,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4886497232725,43.6149729394501,-8848636.01100924,5406050.41388143
75,GO-20141433802,1/29/2014 5:00:00 AM,1/29/2014 5:00:00 AM,2014,January,29,29,Wednesday ,21,2014,January,29,29,Wednesday ,21,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3850132407533,43.6447670838708,-8837099.2506054,5410632.63694326
76,GO-20141432068,1/29/2014 5:00:00 AM,1/29/2014 5:00:00 AM,2014,January,29,29,Wednesday ,15,2014,January,29,29,Wednesday ,15,D13,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,096,Casa Loma (96),096,Casa Loma (96),-79.4138537377884,43.6745350209313,-8840309.76004566,5415213.09952799
77,GO-20141436885,1/30/2014 5:00:00 AM,1/30/2014 5:00:00 AM,2014,January,30,30,Thursday  ,12,2014,January,30,30,Thursday  ,12,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3917703370827,43.6447300838337,-8837851.44709136,5410626.94507884
78,GO-20141444562,1/31/2014 5:00:00 AM,1/31/2014 5:00:00 AM,2014,January,31,31,Friday    ,15,2014,January,31,31,Friday    ,13,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4751523207794,43.651389251231,-8847133.48709157,5411651.4090008
79,GO-20141442432,1/31/2014 5:00:00 AM,1/30/2014 5:00:00 AM,2014,January,31,31,Friday    ,10,2014,January,30,30,Thursday  ,17,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3759438465914,43.6495816886853,-8836089.65028351,5411373.31763538
80,GO-2014141431694,2/1/2014 5:00:00 AM,1/31/2014 5:00:00 AM,2014,February,1,32,Saturday  ,0,2014,January,31,31,Friday    ,18,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4513008163532,43.6393367919858,-8844478.34970032,5409797.30995713
81,GO-20141448551,2/1/2014 5:00:00 AM,1/1/2014 5:00:00 AM,2014,February,1,32,Saturday  ,9,2014,January,1,1,Wednesday ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4487239353657,43.7855004148449,-8844191.49261956,5432307.66034266
82,GO-20141523716,2/2/2014 5:00:00 AM,1/11/2014 5:00:00 AM,2014,February,2,33,Sunday    ,17,2014,January,11,11,Saturday  ,11,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,047,Don Valley Village (47),047,Don Valley Village (47),-79.343746456519,43.7758819156433,-8832505.45322384,5430824.64629674
83,GO-20141455610,2/2/2014 5:00:00 AM,1/29/2014 5:00:00 AM,2014,February,2,33,Sunday    ,13,2014,January,29,29,Wednesday ,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3692940566865,43.6639882030919,-8835349.39904683,5413589.97601443
84,GO-20141456726,2/2/2014 5:00:00 AM,1/10/2014 5:00:00 AM,2014,February,2,33,Sunday    ,17,2014,January,10,10,Friday    ,11,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2872671837969,43.7269355648014,-8826218.20931311,5423281.61829997
85,GO-20141454869,2/2/2014 5:00:00 AM,9/10/2013 4:00:00 AM,2014,February,2,33,Sunday    ,11,2013,September,10,253,Tuesday   ,12,D51,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,072,Regent Park (72),072,Regent Park (72),-79.3647731586812,43.660450299554,-8834846.13498354,5413045.56727625
86,GO-20141456831,2/2/2014 5:00:00 AM,2/2/2014 5:00:00 AM,2014,February,2,33,Sunday    ,17,2014,February,2,33,Sunday    ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,143,West Rouge (143),131,Rouge (131),-79.1757121884244,43.8014054912254,-8813799.96396294,5434760.48460133
87,GO-20141641161,2/3/2014 5:00:00 AM,2/1/2014 5:00:00 AM,2014,February,3,34,Monday    ,13,2014,February,1,32,Saturday  ,13,D42,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,145,Malvern West (145),132,Malvern (132),-79.2323656777838,43.8153019694176,-8820106.6016214,5436904.08457009
88,GO-20141467838,2/4/2014 5:00:00 AM,6/1/2013 4:00:00 AM,2014,February,4,35,Tuesday   ,12,2013,June,1,152,Saturday  ,8,D43,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,220,Theft - Misapprop Funds Over,Theft Over,136,West Hill (136),136,West Hill (136),-79.1945679040575,43.7617127931187,-8815898.9726666,5428640.43547578
89,GO-20141470964,2/4/2014 5:00:00 AM,1/14/2014 5:00:00 AM,2014,February,4,35,Tuesday   ,19,2014,January,14,14,Tuesday   ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3014195729292,43.763863922148,-8827793.6460501,5428972.00485017
90,GO-20141468311,2/4/2014 5:00:00 AM,1/27/2014 5:00:00 AM,2014,February,4,35,Tuesday   ,13,2014,January,27,27,Monday    ,5,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3686206531868,43.6521425912462,-8835274.43605645,5411767.31197713
91,GO-20141475975,2/5/2014 5:00:00 AM,2/5/2014 5:00:00 AM,2014,February,5,36,Wednesday ,20,2014,February,5,36,Wednesday ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28595020943,43.7924025865895,-8826071.60432672,5433372.00858721
92,GO-20141472601,2/5/2014 5:00:00 AM,1/15/2014 5:00:00 AM,2014,February,5,36,Wednesday ,9,2014,January,15,15,Wednesday ,12,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5991708938443,43.7180962653955,-8860939.17148684,5421920.06802582
93,GO-20141479482,2/6/2014 5:00:00 AM,2/3/2014 5:00:00 AM,2014,February,6,37,Thursday  ,12,2014,February,3,34,Monday    ,14,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.3164150445593,43.7049312904431,-8829462.93435734,5419892.59022765
94,GO-20141482008,2/6/2014 5:00:00 AM,2/6/2014 5:00:00 AM,2014,February,6,37,Thursday  ,19,2014,February,6,37,Thursday  ,19,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,130,Milliken (130),130,Milliken (130),-79.2479281779669,43.8239623986682,-8821839.01119687,5438240.25074389
95,GO-20141482765,2/6/2014 5:00:00 AM,2/5/2014 5:00:00 AM,2014,February,6,37,Thursday  ,21,2014,February,5,36,Wednesday ,2,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3819115465038,43.658675197779,-8836753.97160872,5412772.42856059
96,GO-20141486298,2/7/2014 5:00:00 AM,2/6/2014 5:00:00 AM,2014,February,7,38,Friday    ,13,2014,February,6,37,Thursday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3826234441251,43.6529628920665,-8836833.21962026,5411893.51870053
97,GO-20141486113,2/7/2014 5:00:00 AM,2/5/2014 5:00:00 AM,2014,February,7,38,Friday    ,15,2014,February,5,36,Wednesday ,0,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4750493389148,43.7572294642273,-8847122.02318777,5427949.42523266
98,GO-20141487437,2/7/2014 5:00:00 AM,2/7/2014 5:00:00 AM,2014,February,7,38,Friday    ,16,2014,February,7,38,Friday    ,16,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2133,200,Theft Over - Shoplifting,Theft Over,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3435904222445,43.7074162801405,-8832488.0834871,5420275.25811541
99,GO-20141487056,2/7/2014 5:00:00 AM,2/6/2014 5:00:00 AM,2014,February,7,38,Friday    ,15,2014,February,6,37,Thursday  ,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3827612420464,43.6459715850752,-8836848.55922345,5410817.93227389
100,GO-20141484867,2/7/2014 5:00:00 AM,6/30/2013 4:00:00 AM,2014,February,7,38,Friday    ,12,2013,June,30,181,Sunday    ,12,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5182623930322,43.7400503543317,-8851932.47835467,5425302.10830857
101,GO-20141494694,2/8/2014 5:00:00 AM,9/1/2013 4:00:00 AM,2014,February,8,39,Saturday  ,20,2013,September,1,244,Sunday    ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,033,Clanton Park (33),033,Clanton Park (33),-79.4400152029922,43.7404998600245,-8843222.04100787,5425371.3679246
102,GO-20141492599,2/8/2014 5:00:00 AM,1/25/2014 5:00:00 AM,2014,February,8,39,Saturday  ,16,2014,January,25,25,Saturday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3870670479449,43.6685417079251,-8837327.87935482,5414290.71172785
103,GO-20141492300,2/8/2014 5:00:00 AM,2/8/2014 5:00:00 AM,2014,February,8,39,Saturday  ,12,2014,February,8,39,Saturday  ,12,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3607706342889,43.7564355024389,-8834400.57593865,5427827.05819678
104,GO-20141498920,2/9/2014 5:00:00 AM,2/9/2014 5:00:00 AM,2014,February,9,40,Sunday    ,16,2014,February,9,40,Sunday    ,16,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3413403236696,43.7079519789942,-8832237.6037235,5420357.75340513
105,GO-20141505704,2/10/2014 5:00:00 AM,2/10/2014 5:00:00 AM,2014,February,10,41,Monday    ,18,2014,February,10,41,Monday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken (130),130,Milliken (130),-79.2611420454335,43.8342980606959,-8823309.97214272,5439835.13222305
106,GO-20141513111,2/11/2014 5:00:00 AM,2/11/2014 5:00:00 AM,2014,February,11,42,Tuesday   ,23,2014,February,11,42,Tuesday   ,21,D43,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,134,Highland Creek (134),134,Highland Creek (134),-79.1845214962234,43.7862739913207,-8814780.61164374,5432426.94338111
107,GO-20141516921,2/12/2014 5:00:00 AM,2/11/2014 5:00:00 AM,2014,February,12,43,Wednesday ,15,2014,February,11,42,Tuesday   ,16,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.346350238101,43.7478459074868,-8832795.3047989,5426503.31615555
108,GO-20141515313,2/12/2014 5:00:00 AM,2/11/2014 5:00:00 AM,2014,February,12,43,Wednesday ,18,2014,February,11,42,Tuesday   ,18,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,059,Danforth East York (59),059,Danforth East York (59),-79.3199265404915,43.6958887084447,-8829853.83219266,5418500.24132782
109,GO-20141513734,2/12/2014 5:00:00 AM,2/12/2014 5:00:00 AM,2014,February,12,43,Wednesday ,3,2014,February,12,43,Wednesday ,2,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,094,Wychwood (94),094,Wychwood (94),-79.430220029724,43.6747317239089,-8842131.64733728,5415243.37423658
110,GO-20141514640,2/12/2014 5:00:00 AM,2/11/2014 5:00:00 AM,2014,February,12,43,Wednesday ,8,2014,February,11,42,Tuesday   ,20,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken (130),130,Milliken (130),-79.2514317677901,43.8232795029577,-8822229.02905162,5438134.8837474
111,GO-20141514830,2/12/2014 5:00:00 AM,2/11/2014 5:00:00 AM,2014,February,12,43,Wednesday ,9,2014,February,11,42,Tuesday   ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5463277890645,43.6234592115633,-8855056.7039463,5407355.33817812
112,GO-20141521227,2/13/2014 5:00:00 AM,2/13/2014 5:00:00 AM,2014,February,13,44,Thursday  ,12,2014,February,13,44,Thursday  ,9,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.583817615132,43.6848146062371,-8859230.05228655,5416795.37122611
113,GO-20141521717,2/13/2014 5:00:00 AM,1/5/2014 5:00:00 AM,2014,February,13,44,Thursday  ,12,2014,January,5,5,Sunday    ,21,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,018,New Toronto (18),018,New Toronto (18),-79.524444985699,43.6018611860148,-8852620.72145921,5404034.5969325
114,GO-20141525032,2/13/2014 5:00:00 AM,2/13/2014 5:00:00 AM,2014,February,13,44,Thursday  ,20,2014,February,13,44,Thursday  ,15,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4512904778212,43.6986946621395,-8844477.19887942,5418932.27100404
115,GO-20141527859,2/14/2014 5:00:00 AM,2/14/2014 5:00:00 AM,2014,February,14,45,Friday    ,10,2014,February,14,45,Friday    ,10,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6365251545456,43.7477500832209,-8865097.42880032,5426488.54979535
116,GO-20141528527,2/14/2014 5:00:00 AM,2/10/2014 5:00:00 AM,2014,February,14,45,Friday    ,14,2014,February,10,41,Monday    ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3981419342902,43.646230385334,-8838560.73002494,5410857.74545434
117,GO-20141528073,2/14/2014 5:00:00 AM,2/13/2014 5:00:00 AM,2014,February,14,45,Friday    ,15,2014,February,13,44,Thursday  ,14,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5141279430692,43.7206421464395,-8851472.23348596,5422312.19895379
118,GO-20141534507,2/15/2014 5:00:00 AM,2/14/2014 5:00:00 AM,2014,February,15,46,Saturday  ,11,2014,February,14,45,Friday    ,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4563366490005,43.7084375547809,-8845038.9360656,5420432.53061036
119,GO-20141533742,2/15/2014 5:00:00 AM,2/14/2014 5:00:00 AM,2014,February,15,46,Saturday  ,9,2014,February,14,45,Friday    ,17,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5305147045284,43.7530749852252,-8853296.39948755,5427309.14647047
120,GO-20141547818,2/17/2014 5:00:00 AM,2/17/2014 5:00:00 AM,2014,February,17,48,Monday    ,17,2014,February,17,48,Monday    ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3799562462733,43.6540727931765,-8836536.30849705,5412064.28433364
121,GO-20141546389,2/17/2014 5:00:00 AM,2/16/2014 5:00:00 AM,2014,February,17,48,Monday    ,17,2014,February,16,47,Sunday    ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5296091411104,43.7235727476239,-8853195.59256419,5422763.60740712
122,GO-20141552352,2/18/2014 5:00:00 AM,2/18/2014 5:00:00 AM,2014,February,18,49,Tuesday   ,13,2014,February,18,49,Tuesday   ,13,D33,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3407391161236,43.7276639260678,-8832170.67755508,5423393.81941481
123,GO-20141550208,2/18/2014 5:00:00 AM,2/18/2014 5:00:00 AM,2014,February,18,49,Tuesday   ,7,2014,February,18,49,Tuesday   ,7,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5991708938443,43.7180962653955,-8860939.17148684,5421920.06802582
124,GO-20141553319,2/18/2014 5:00:00 AM,2/18/2014 5:00:00 AM,2014,February,18,49,Tuesday   ,16,2014,February,18,49,Tuesday   ,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3806752463596,43.6557698948736,-8836616.34721093,5412325.40083925
125,GO-20141561384,2/19/2014 5:00:00 AM,2/19/2014 5:00:00 AM,2014,February,19,50,Wednesday ,21,2014,February,19,50,Wednesday ,9,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.4651937125753,43.6452196062001,-8846024.89992,5410702.25057479
126,GO-20141559364,2/19/2014 5:00:00 AM,2/19/2014 5:00:00 AM,2014,February,19,50,Wednesday ,15,2014,February,19,50,Wednesday ,14,D23,Bar / Restaurant,Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5706155782974,43.6899609845765,-8857760.40825028,5417587.62274355
127,GO-20141563527,2/20/2014 5:00:00 AM,2/20/2014 5:00:00 AM,2014,February,20,51,Thursday  ,11,2014,February,20,51,Thursday  ,11,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3162003957312,43.8011987144747,-8829439.03973996,5434728.59199889
